peak,gene_transcript,pval,odds,FDR,padj.Bonferroni,FDR.BY,percent_open_state1,percent_open_state2
chr10:100027284-100028604,LOXL4_9209,0.00636844715977329,1.51648384590905,0.0427481288026657,1,0.443802270074425,2.56898192197907,1.70889805539187
chr10:100174567-100175450,PYROXD2_9210,0.243392306191255,0.645232239150484,0.38082702039464,1,1,0.190294957183635,0.294637595757219
chr10:100190809-100191248,HPS1_9211,0.127856369293191,0.201650852439051,0.270687255452437,1,1,0.0237868696479543,0.117855038302887
chr10:100194089-100194460,HPS1_9212,0.484657055651689,1.3459021406218,0.520949242497852,1,1,0.118934348239772,0.0883912787271656
chr10:100205796-100206886,HPS1_9213,0.0354369023145908,1.27986852794708,0.128260519733406,1,1,3.5918173168411,2.8285209192693
chr10:101088824-101090586,CNNM1_9220,0.468165404747636,1.00944875681203,0.51242458755591,1,1,9.65746907706946,9.5757218621096
chr10:101189998-101191339,GOT1_9224,0.0259340560970184,0.883906908330215,0.106029567956827,1,1,15.4376784015224,17.1184443134944
chr10:101292426-101292976,NKX2-3_9226,0.167580461862084,4.03957643944305,0.314926104470282,1,1,0.118934348239772,0.0294637595757219
chr10:101379940-101381482,SLC25A28_9227,0.37226680726668,0.980669492853704,0.467520657223096,1,1,22.2882968601332,22.6281673541544
chr10:101418507-101419586,ENTPD7_9229,0.235321758506808,0.950642587034751,0.375097701950036,1,1,13.3682207421503,13.9658220388922
chr10:101491531-101492724,COX15_9230,0.00527265827774744,0.801249902941975,0.0377696628547539,1,0.392116861822505,7.15984776403425,8.78020035356512
chr10:101690633-101690833,DNMBP_9238,0.579662759625844,1.61484413886537,0.5855780155792,1,1,0.0475737392959087,0.0294637595757219
chr10:101769023-101770180,DNMBP_9239,0.248220796609374,0.937533228468461,0.385393208036974,1,1,6.99333967649857,7.42486741308191
chr10:101945184-101946427,ERLIN1_9243,0.165720117896543,0.913970892373905,0.313413263995591,1,1,6.99333967649857,7.60164997053624
chr10:101988608-101989582,CHUK_9246,0.247279609592925,1.08597329740097,0.384417848787034,1,1,4.686013320647,4.33117265763111
chr10:102026943-102027979,CWF19L1_9248,0.21146936372185,1.15010864676074,0.354882502586295,1,1,2.33111322549952,2.03299941072481
chr10:102045738-102046860,BLOC1S2_9249,0.264111073513825,0.94363849806954,0.394902295128463,1,1,7.54043767840152,7.9552150854449
chr10:102090366-102090756,PKD2L1_9253,0.306112230403081,Inf,0.424645780742658,1,1,0.0475737392959087,0
chr10:102106160-102107408,SCD_9256,0.30645908334718,0.963758777567691,0.424872790534744,1,1,12.8686964795433,13.2881555686506
chr10:102278557-102279872,SEC31B_9258,0.429550554594201,1.03044940809837,0.496365861399814,1,1,3.63939105613701,3.53565114908662
chr10:102288626-102290183,HIF1AN_9261,0.069455219793651,0.815776238531399,0.19090437896856,1,1,2.85442435775452,3.47672362993518
chr10:102295216-102296215,HIF1AN_9267,0.057342770806453,1.22357068384402,0.170326551226382,1,1,4.04376784015224,3.32940483205657
chr10:102504783-102505614,PAX2_9268,0.0705316281938339,0.603847848543488,0.192258648263541,1,1,0.428163653663178,0.707130229817325
chr10:102508297-102508497,PAX2_9274,0.0179692210332186,4.85412489375456,0.0831707736938651,1,0.863461845068688,0.285442435775452,0.0589275191514437
chr10:102672229-102673463,FAM178A_9275,0.255652903472071,1.04694848499405,0.388955405699422,1,1,14.3434823977165,13.7890394814378
chr10:102728720-102730206,SEMA4G_9279,0.440230626400902,1.03247224385195,0.501333796069823,1,1,2.73549000951475,2.65173836181497
chr10:102746626-102747434,MRPL43_9285,0.396368329025604,1.04994236777197,0.480274935683311,1,1,2.68791627021884,2.5633470830878
chr10:102756702-102759704,LZTS2_9298,0.0524412572287078,0.8890369200035,0.161185241933368,1,1,11.3701236917222,12.610489098409
chr10:102778710-102779104,PDZD7_9304,0.00638746969402998,2.20192764767505,0.0427857036906883,1,0.444192364824051,0.903901046622265,0.412492634060106
chr10:102790761-102791372,PDZD7_9305,0.273040534509512,0.93568708196032,0.401168071628087,1,1,5.25689819219791,5.59811431938715
chr10:102820313-102821278,KAZALD1_9309,0.00453676069022155,0.732049469472465,0.0343451553130186,1,0.356564329735665,3.47288296860133,4.68473777253978
chr10:102890954-102891154,TLX1_9312,0.173277594811507,2.02054155764202,0.318366826329134,1,1,0.237868696479543,0.117855038302887
chr10:102891404-102891988,TLX1_9314,0.114075909377705,1.56049547402287,0.25421466494529,1,1,0.642245480494767,0.412492634060106
chr10:102989612-102990187,LBX1_9315,0.267579358338908,0.75895249902115,0.397680597176479,1,1,0.380589914367269,0.500883912787272
chr10:103113420-103114469,BTRC_9316,0.0895401049375024,1.09358502117197,0.222370192470442,1,1,15.3901046622265,14.2604596346494
chr10:103329390-103330685,DPCD_9320,0.199073377236643,1.13988384546608,0.343647662890736,1,1,2.87821122740247,2.53388332351208
chr10:103347500-103348370,POLL_9323,0.389764823058858,0.959894182657866,0.478094626212626,1,1,3.71075166508088,3.85975250441956
chr10:1033568-1034721,AL359878.1_7270,0.502164113980798,1.00439836468365,0.528692107216606,1,1,5.94671741198858,5.92221567472009
chr10:103453509-103455220,FBXW4_9340,0.0308475812572691,0.86466916556428,0.11745161455584,1,1,9.51474785918173,10.8426635238656
chr10:103535516-103535939,FGF8_9341,0.000327886700418959,4.54385756716499,0.00533023748216273,1,0.0553374278799332,0.666032350142721,0.147318797878609
chr10:103542625-103543545,NPM3_9345,0.450879070803226,0.97443982721874,0.504236387843153,1,1,2.90199809705043,2.97583971714791
chr10:103577622-103578954,MGEA5_9346,0.415267989844848,0.98354061340081,0.490001622095308,1,1,13.534728829686,13.7301119622864
chr10:103589236-103589722,KCNIP2_9352,0.416197965702002,1.02607636757195,0.490173081956668,1,1,5.94671741198858,5.80436063641721
chr10:103590072-103591228,KCNIP2_9352,0.416197965702002,1.02607636757195,0.490173081956668,1,1,5.94671741198858,5.80436063641721
chr10:103599506-103599814,KCNIP2_9353,0.00858225389715928,0.614783784350488,0.0519221106415524,1,0.539044660320652,1.0941960038059,1.76782557454331
chr10:103602811-103603769,KCNIP2_9354,1.03119078933587e-05,0.495235033148738,0.000394115028261786,0.186810523396087,0.00409162106300475,1.45099904852521,2.88744843842074
chr10:103761444-103761644,C10orf76_9361,0.105488880114588,4.84861805677703,0.243785757386897,1,1,0.142721217887726,0.0294637595757219
chr10:103815251-103816234,C10orf76_9362,0.411508765736468,1.023235936496,0.488013406656314,1,1,7.94481446241675,7.77843252799057
chr10:103824664-103825846,HPS6_9364,0.0345344865751207,0.862735955220769,0.126032787831363,1,1,8.65842055185538,9.89982321744255
chr10:103874328-103875002,LDB1_9365,0.137546507140804,1.13266741209019,0.282997447287088,1,1,5.04281636536632,4.47849145550972
chr10:103879785-103880695,LDB1_9366,0.0762930266375782,0.879214485530044,0.20239394289839,1,1,7.08848715509039,7.98467884502063
chr10:103892247-103893928,PPRC1_9367,0.105853246812409,0.911202179701616,0.244439201034309,1,1,10.9895337773549,11.9328226281674
chr10:103911264-103912582,NOLC1_9370,0.201779634469579,1.07464549622249,0.345962507860202,1,1,8.96764985727878,8.39717147908073
chr10:103985583-103986234,ELOVL3_9377,0.390498059972784,0.9678327239446,0.478438512236239,1,1,5.54234062797336,5.71596935769004
chr10:103991106-103991414,PITX3_9378,0.474537773934948,0.934477777998783,0.51594804420871,1,1,0.523311132254995,0.559811431938715
chr10:104001153-104001607,PITX3_9379,0.0507563012161328,0.765229292880166,0.158343577205349,1,1,1.95052331113225,2.53388332351208
chr10:104004836-104005608,GBF1_9380,0.364607123911367,1.02670124639699,0.463731443732092,1,1,12.9638439581351,12.6694166175604
chr10:104153686-104154948,NFKB2_9381,0.000475672012321063,0.737824473946649,0.00702304333757814,1,0.072911789670052,5.99429115128449,7.9552150854449
chr10:104155239-104155817,NFKB2_9384,0.180379511905048,0.860619824989258,0.325260106467895,1,1,2.1883920076118,2.53388332351208
chr10:104178442-104179054,PSD_9386,0.127987984262842,0.852678389965992,0.270872827666569,1,1,2.87821122740247,3.35886859163229
chr10:104180419-104181395,FBXL15_9392,0.083412753685924,0.895374847924747,0.213674412581193,1,1,9.25309229305423,10.2239245727755
chr10:104192017-104192695,CUEDC2_9394,0.431517618890896,0.976846990217584,0.497193486219391,1,1,5.04281636536632,5.15615792575133
chr10:104210020-104211444,C10orf95_9395,0.253898250245142,0.946063487219582,0.388121768424539,1,1,9.13415794481446,9.60518562168533
chr10:104220695-104221640,TMEM180_9396,0.430150494653465,0.974183350263688,0.496523515150679,1,1,4.28163653663178,4.39010017678256
chr10:104261693-104262849,ACTR1A_9399,0.0508756933667824,0.901781853164854,0.158506976170084,1,1,15.8658420551855,17.2952268709487
chr10:104263417-104263856,SUFU_9403,0.386187888324174,1.02784400367452,0.475671728642966,1,1,8.61084681255947,8.39717147908073
chr10:104403172-104404298,TRIM8_9406,0.259247058662633,1.04545667055294,0.392407499116589,1,1,14.8430066603235,14.2899233942251
chr10:104404570-104405573,TRIM8_9406,0.259247058662633,1.04545667055294,0.392407499116589,1,1,14.8430066603235,14.2899233942251
chr10:104473418-104474944,ARL3_9408,0.277736321815567,0.960489737920831,0.405045178394044,1,1,14.605137963844,15.1149086623453
chr10:104503315-104503902,WBP1L_9415,0.432527510579322,0.984620893786897,0.497977018217667,1,1,10.4900095147479,10.6364172068356
chr10:104536024-104536224,WBP1L_9416,0.396353290438319,2.42268652591144,0.480274935683311,1,1,0.071360608943863,0.0294637595757219
chr10:104613777-104614527,C10orf32_9418,0.0184079471215423,1.21738403860343,0.0845386131148694,1,0.877662472257337,7.3977164605138,6.15792575132587
chr10:104628968-104630006,AS3MT_9420,0.436836684325318,1.04732496332091,0.499699019589408,1,1,1.6650808753568,1.59104301708898
chr10:104677295-104678634,CNNM2_9421,0.0493302434118926,0.905075399453682,0.155932002548839,1,1,17.7925784966698,19.2987625220978
chr10:104912937-104913708,NT5C2_9426,0.0634309482188245,1.37097438987695,0.181383699466639,1,1,1.68886774500476,1.23747790218032
chr10:104951952-104953287,NT5C2_9428,0.142058219097709,0.911685865067986,0.287995377929062,1,1,8.03996194100856,8.75073659398939
chr10:105036626-105037994,INA_9431,0.142199656260167,0.918401494109883,0.288069146814149,1,1,9.6336822074215,10.4007071302298
chr10:105110172-105111253,PCGF6_9432,0.406084492141039,0.965020379335357,0.484881799342675,1,1,3.75832540437678,3.88921626399529
chr10:105127507-105128717,TAF5_9434,0.0285573051565404,0.850939905796708,0.112160889710086,1,1,7.80209324452902,9.04537418974661
chr10:105155788-105156666,USMG5_9436,0.00859584160416883,0.828141045278903,0.0519484329343541,1,0.53931793294395,8.89628924833492,10.5480259281084
chr10:105211652-105212354,CALHM2_9442,0.00679767284958729,1.67120869075833,0.0446183483127259,1,0.463218503892137,1.76022835394862,1.06069534472599
chr10:105218680-105218925,CALHM1_9445,0.358312193122285,0.672426110694119,0.459650452528206,1,1,0.118934348239772,0.176782557454331
chr10:105253118-105254627,NEURL_9447,0.438699656620277,0.975055758405555,0.500628849091838,1,1,3.8534728829686,3.94814378314673
chr10:105314441-105315267,NEURL_9448,0.090135204273549,1.1151819880212,0.223072317024538,1,1,9.91912464319696,8.98644667059517
chr10:105317215-105317571,NEURL_9450,0.146729716459095,1.1471053714137,0.293137747848353,1,1,3.90104662226451,3.41779611078374
chr10:105318144-105318375,NEURL_9450,0.146729716459095,1.1471053714137,0.293137747848353,1,1,3.90104662226451,3.41779611078374
chr10:105421118-105421640,SH3PXD2A_9451,0.0275792160667607,2.56325172855869,0.109952702083063,1,1,0.451950523311132,0.176782557454331
chr10:105437650-105438449,SH3PXD2A_9452,0.00981055571580109,1.37389834573411,0.0562074722793967,1,0.583534402356954,3.68696479543292,2.71066588096641
chr10:105452708-105453545,SH3PXD2A_9453,0.14750600351046,1.26656973009202,0.294013779621406,1,1,1.45099904852521,1.14908662345315
chr10:105560456-105561030,SH3PXD2A_9454,0.0942210122730988,0.604131536299554,0.228195901364216,1,1,0.356803044719315,0.589275191514437
chr10:105614165-105615757,SH3PXD2A_9455,0.114942984982213,1.1389306368033,0.255215972047772,1,1,5.56612749762131,4.92044784914555
chr10:105677480-105678602,OBFC1_9457,0.479572085210377,0.994921091994565,0.519240251952617,1,1,16.3415794481446,16.4113140836771
chr10:105726489-105727846,SLK_9459,0.00761700854079016,0.805670155701849,0.0480968026228492,1,0.499331100219082,6.77925784966698,8.27931644077784
chr10:105881282-105882063,SFR1_9465,0.00526935164612167,0.842728154608706,0.0377609076032991,1,0.392025966604877,13.1779257849667,15.2622274602239
chr10:105991740-105992559,WDR96_9470,0.441689761962472,0.985634623253387,0.502301412769709,1,1,9.53853472882968,9.66411314083677
chr10:106012955-106013574,GSTO1_9475,0.229126043689568,0.924292856487555,0.37139344148544,1,1,5.4709800190295,5.89275191514437
chr10:106014163-106015719,GSTO1_9475,0.229126043689568,0.924292856487555,0.37139344148544,1,1,5.4709800190295,5.89275191514437
chr10:106028030-106029148,GSTO2_9480,0.0934454551166618,0.915331265229129,0.227412394531629,1,1,13.9866793529971,15.0854449027696
chr10:106034371-106035445,GSTO2_9482,0.457028856113151,1.01700257453879,0.507511018594204,1,1,5.209324452902,5.1266941661756
chr10:106087880-106088202,ITPRIP_9485,0.249745024574587,0.403424972304862,0.386072264288182,1,1,0.0475737392959087,0.117855038302887
chr10:106088976-106089423,ITPRIP_9485,0.249745024574587,0.403424972304862,0.386072264288182,1,1,0.0475737392959087,0.117855038302887
chr10:106097587-106098792,ITPRIP_9488,0.0249448642532062,1.29967904848311,0.103143640900825,1,1,3.75832540437678,2.91691219799646
chr10:106113071-106113730,CCDC147_9489,0.457779000904466,0.984960409664701,0.507852707736193,1,1,5.7802093244529,5.86328815556865
chr10:106401156-106401533,SORCS3_9492,0.0654182292933494,5.65803683072038,0.184741487432318,1,1,0.16650808753568,0.0294637595757219
chr10:108923694-108924851,SORCS1_9497,0.2865453093125,1.12116056478924,0.412382676909283,1,1,1.87916270218839,1.67943429581615
chr10:1094327-1095577,IDI1_7276,0.220520907974459,0.952961293031209,0.364516677461797,1,1,17.5309229305423,18.2380671773718
chr10:1101907-1103065,WDR37_7280,0.196584067321721,1.07900444393911,0.341744262892265,1,1,8.37297811607992,7.80789628756629
chr10:11059361-11060757,CELF2_7423,0.062785255865819,0.877577947529588,0.18025266926987,1,1,7.92102759276879,8.92751915144373
chr10:111682779-111683537,XPNPEP1_9500,0.212790920340343,0.940716181516231,0.356045181198381,1,1,10.7992388201713,11.4024749558044
chr10:111765619-111765896,ADD3_9508,0.275827025139096,0.89504582667993,0.403388315169299,1,1,1.90294957183635,2.12139068945197
chr10:111767021-111768436,ADD3_9509,0.30462940039469,0.965068546347643,0.424645780742658,1,1,14.3196955280685,14.7613435474367
chr10:111967136-111967630,MXI1_9511,0.0013323513461889,1.44060881604652,0.0145123753856449,1,0.150664492709206,4.686013320647,3.29994107248085
chr10:111969326-111970006,MXI1_9513,0.00608085306132812,0.847264962590389,0.0414293847532983,1,0.430111340923864,13.6060894386299,15.674720094284
chr10:111970470-111971269,MXI1_9513,0.00608085306132812,0.847264962590389,0.0414293847532983,1,0.430111340923864,13.6060894386299,15.674720094284
chr10:111985469-111987387,MXI1_9514,0.104199874765607,1.07857269773211,0.242166123316708,1,1,19.6717411988582,18.5032410135533
chr10:112064147-112065209,SMNDC1_9518,0.214746328888122,1.06555008816041,0.358062079534029,1,1,10.418648905804,9.8408956982911
chr10:11206699-11208376,CELF2_7427,5.85785677453855e-05,0.746143842532121,0.00148006880512609,1,0.0153657695431183,9.15794481446242,11.9033588685916
chr10:112257051-112258433,DUSP5_9520,0.00196852256997192,0.82471057220943,0.0191893287485937,1,0.199219659394759,13.035204567079,15.3800824985268
chr10:112326838-112328191,SMC3_9521,0.420822540783669,0.983451316406859,0.492036991663673,1,1,11.8458610846813,12.0212139068945
chr10:112402902-112404351,RBM20_9522,0.199686030697326,1.16409976678713,0.343804612441813,1,1,2.1883920076118,1.8856806128462
chr10:112631186-112632788,PDCD4_9523,0.256172181375943,0.954439366221805,0.389332498430629,1,1,13.1303520456708,13.6711844431349
chr10:112678241-112679837,BBIP1_9526,0.259819571282589,0.966013086723393,0.392933758553611,1,1,27.2121788772598,27.9021803182086
chr10:112835897-112837282,ADRA2A_9535,0.0120799377891593,1.1795344979269,0.0644143367080352,1,0.668736378809212,12.511893434824,10.8131997642899
chr10:113943026-113943965,GPAM_9536,0.460484655901334,0.983771024510938,0.509140766001777,1,1,4.75737392959087,4.83205657041839
chr10:114206365-114207411,ZDHHC6_9546,0.510424142130586,1.00233812585913,0.531488892909397,1,1,5.99429115128449,5.98114319387154
chr10:114709639-114710191,TCF7L2_9550,0.136877447153346,0.90960199595998,0.281909030540021,1,1,7.9686013320647,8.69180907483795
chr10:115310172-115310509,HABP2_9566,0.512993724491101,1.21126020869121,0.532176276291633,1,1,0.142721217887726,0.117855038302887
chr10:115312313-115312875,HABP2_9567,0.0702008945466756,1.75374232018394,0.191787877532418,1,1,0.618458610846813,0.353565114908662
chr10:115438737-115440900,CASP7_9574,0.249237044024582,0.941842209480019,0.386072264288182,1,1,8.08753568030447,8.54449027695934
chr10:115468948-115469560,CASP7_9580,0.59921512597321,1.21110935027024,0.603781145899698,1,1,0.071360608943863,0.0589275191514437
chr10:115524410-115524631,PLEKHS1_9583,0.693887769596919,0.807307096813527,0.693887769596919,1,1,0.0237868696479543,0.0294637595757219
chr10:115530189-115530590,PLEKHS1_9584,0.693887769596919,0.807307096813527,0.693887769596919,1,1,0.0237868696479543,0.0294637595757219
chr10:115613606-115615424,DCLRE1A_9587,0.0447580576792919,0.861855956471535,0.146228705423153,1,1,7.37392959086584,8.45609899823217
chr10:115802699-115804536,ADRB1_9591,0.443936874261791,0.977807346433491,0.502661697283505,1,1,4.21027592768792,4.30170889805539
chr10:115933630-115934696,C10orf118_9594,0.0163344433061191,0.870518200916627,0.0781602680754498,1,0.811443807555554,14.4624167459562,16.2639952857985
chr10:115998912-115999864,VWA2_9602,0.00514132515695109,2.10084814963619,0.0373457283654073,1,0.387715661255262,1.04662226450999,0.500883912787272
chr10:11615470-11615874,USP6NL_7435,0.102143082674681,1.52357437440482,0.239308491179103,1,1,0.761179828734539,0.500883912787272
chr10:116163799-116164783,AFAP1L2_9604,0.0991155440791758,1.33581927865328,0.235207911519302,1,1,1.45099904852521,1.09015910430171
chr10:116246815-116247600,ABLIM1_9608,0.00230320706041485,1.70472350959277,0.0215076799517915,1,0.223288304166522,2.14081826831589,1.26694166175604
